date,pm25
2023-05-16,91.0
2023-05-17,176.0
2023-05-18,193.0
2023-05-19,99.0
2023-05-20,83.0
2023-05-21,171.0
2023-05-22,97.0
2023-05-23,98.0
2023-05-24,8.0
2023-05-25,25.0
2023-05-26,62.0
2023-05-27,77.0
2023-05-28,56.0
2023-05-29,33.0
2023-05-30,31.0
2023-05-31,63.0
2023-06-01,70.0
2023-06-02,27.0
2023-06-03,42.0
2023-06-04,72.0
2023-06-05,56.0
2023-06-06,52.0
2023-06-07,49.0
2023-06-08,60.0
2023-06-09,54.0
2023-06-10,67.0
2023-06-11,49.0
2023-06-12,99.0
2023-06-13,60.0
2023-06-14,52.0
2023-06-15,24.0
2023-06-16,129.0
2023-06-17,82.0
2023-06-18,18.0
2023-06-19,11.0
2023-06-20,6.0
2023-06-21,13.0
2023-06-22,22.0
2023-06-23,18.0
2023-06-24,29.0
2023-06-25,21.0
2023-06-26,33.0
2023-06-27,32.0
2023-06-28,42.0
2023-06-29,49.0
2023-06-30,43.0
2023-07-01,46.0
2023-01-03,39.0
2023-01-04,57.0
2023-01-05,17.0
2023-01-06,46.0
2023-01-07,28.0
2023-01-08,54.0
2023-01-09,50.0
2023-01-10,41.0
2023-01-11,51.0
2023-01-12,61.0
2023-01-13,80.0
2023-01-14,56.0
2023-01-15,43.0
2023-01-16,81.0
2023-01-17,59.0
2023-01-18,44.0
2023-01-19,68.0
2023-01-20,22.0
2023-01-21,20.0
2023-01-22,22.0
2023-01-23,8.0
2023-01-24,18.0
2023-01-25,15.0
2023-01-26,15.0
2023-01-27,15.0
2023-01-28,8.0
2023-01-29,9.0
2023-01-30,16.0
2023-01-31,17.0
2023-02-01,46.0
2023-02-02,47.0
2023-02-03,43.0
2023-02-04,39.0
2023-02-05,13.0
2023-02-06,36.0
2023-02-07,19.0
2023-02-08,25.0
2023-02-09,21.0
2023-02-10,38.0
2023-02-11,24.0
2023-02-12,14.0
2023-02-13,12.0
2023-02-14,9.0
2023-02-15,21.0
2023-02-16,39.0
2023-02-17,33.0
2023-02-18,13.0
2023-02-19,13.0
2023-02-20,10.0
2023-02-21,35.0
2023-02-22,4.0
2023-02-23,16.0
2023-02-24,24.0
2023-02-25,52.0
2023-02-26,69.0
2023-02-27,53.0
2023-02-28,45.0
2023-03-01,73.0
2023-03-02,54.0
2023-03-03,5.0
2023-03-04,6.0
2023-03-05,24.0
2023-03-06,24.0
2023-03-07,33.0
2023-03-08,54.0
2023-03-09,35.0
2023-03-10,37.0
2023-03-11,59.0
2023-03-12,43.0
2023-03-13,66.0
2023-03-14,89.0
2023-03-15,33.0
2023-03-16,33.0
2023-03-17,19.0
2023-03-18,44.0
2023-03-19,53.0
2023-03-20,59.0
2023-03-21,72.0
2023-03-22,48.0
2023-03-23,62.0
2023-03-24,36.0
2023-03-25,56.0
2023-03-26,60.0
2023-03-27,22.0
2023-03-28,29.0
2023-03-29,31.0
2023-03-30,48.0
2023-03-31,48.0
2023-04-01,32.0
2022-10-02,47.0
2022-10-03,44.0
2022-10-04,48.0
2022-10-05,43.0
2022-10-06,57.0
2022-10-07,38.0
2022-10-08,51.0
2022-10-09,53.0
2022-10-10,52.0
2022-10-11,46.0
2022-10-12,16.0
2022-10-13,13.0
2022-10-14,34.0
2022-10-15,26.0
2022-10-16,44.0
2022-10-17,40.0
2022-10-18,54.0
2022-10-19,58.0
2022-10-20,68.0
2022-10-21,35.0
2022-10-22,23.0
2022-10-23,24.0
2022-10-24,29.0
2022-10-25,35.0
2022-10-26,24.0
2022-10-27,30.0
2022-10-28,15.0
2022-10-29,21.0
2022-10-30,38.0
2022-10-31,19.0
2022-11-01,15.0
2022-11-02,13.0
2022-11-03,18.0
2022-11-04,33.0
2022-11-05,44.0
2022-11-06,40.0
2022-11-07,17.0
2022-11-08,2.0
2022-11-09,8.0
2022-11-10,57.0
2022-11-11,52.0
2022-11-12,46.0
2022-11-13,31.0
2022-11-14,29.0
2022-11-15,23.0
2022-11-16,21.0
2022-11-17,22.0
2022-11-18,17.0
2022-11-19,15.0
2022-11-20,25.0
2022-11-21,37.0
2022-11-22,29.0
2022-11-23,34.0
2022-11-24,10.0
2022-11-25,28.0
2022-11-26,6.0
2022-11-27,10.0
2022-11-28,2.0
2022-11-29,11.0
2022-11-30,10.0
2022-12-01,25.0
2022-12-02,20.0
2022-12-03,52.0
2022-12-04,41.0
2022-12-05,10.0
2022-12-06,18.0
2022-12-07,17.0
2022-12-08,30.0
2022-12-09,53.0
2022-12-10,46.0
2022-12-11,41.0
2022-12-12,60.0
2022-12-13,89.0
2022-12-14,48.0
2022-12-15,21.0
2022-12-16,23.0
2022-12-17,31.0
2022-12-18,15.0
2022-12-19,20.0
2022-12-20,18.0
2022-12-21,41.0
2022-12-22,23.0
2022-12-23,28.0
2022-12-24,28.0
2022-12-25,73.0
2022-12-26,43.0
2022-12-27,47.0
2022-12-28,28.0
2022-12-29,64.0
2022-12-30,76.0
2022-12-31,61.0
2023-01-01,44.0
2023-01-02,53.0
2022-07-02,49.0
2022-07-03,36.0
2022-07-04,22.0
2022-07-05,27.0
2022-07-06,8.0
2022-07-07,33.0
2022-07-08,22.0
2022-07-09,21.0
2022-07-10,17.0
2022-07-11,11.0
2022-07-12,18.0
2022-07-13,29.0
2022-07-14,17.0
2022-07-15,30.0
2022-07-16,32.0
2022-07-17,43.0
2022-07-18,25.0
2022-07-19,24.0
2022-07-20,22.0
2022-07-21,12.0
2022-07-22,32.0
2022-07-23,29.0
2022-07-24,28.0
2022-07-25,39.0
2022-07-26,33.0
2022-07-27,28.0
2022-07-28,36.0
2022-07-29,35.0
2022-07-30,44.0
2022-07-31,32.0
2022-08-01,42.0
2022-08-02,51.0
2022-08-03,6.0
2022-08-04,40.0
2022-08-05,35.0
2022-08-06,7.0
2022-08-07,22.0
2022-08-08,16.0
2022-08-09,35.0
2022-08-10,39.0
2022-08-11,50.0
2022-08-12,45.0
2022-08-13,105.0
2022-08-14,374.0
2022-08-15,17.0
2022-08-16,35.0
2022-08-17,51.0
2022-08-18,27.0
2022-08-19,48.0
2022-08-20,50.0
2022-08-21,57.0
2022-08-22,41.0
2022-08-23,57.0
2022-08-24,34.0
2022-08-25,45.0
2022-08-26,49.0
2022-08-27,41.0
2022-08-28,30.0
2022-08-29,13.0
2022-08-30,19.0
2022-08-31,26.0
2022-09-01,32.0
2022-09-02,51.0
2022-09-03,41.0
2022-09-04,98.0
2022-09-05,100.0
2022-09-06,51.0
2022-09-07,43.0
2022-09-08,50.0
2022-09-09,15.0
2022-09-10,20.0
2022-09-11,93.0
2022-09-12,95.0
2022-09-13,68.0
2022-09-14,79.0
2022-09-15,72.0
2022-09-16,68.0
2022-09-17,50.0
2022-09-18,21.0
2022-09-19,28.0
2022-09-20,19.0
2022-09-21,21.0
2022-09-22,34.0
2022-09-23,38.0
2022-09-24,34.0
2022-09-25,23.0
2022-09-26,28.0
2022-09-27,42.0
2022-09-28,52.0
2022-09-29,50.0
2022-09-30,60.0
2022-10-01,55.0
2022-04-02,18.0
2022-04-03,17.0
2022-04-04,23.0
2022-04-05,12.0
2022-04-06,4.0
2022-04-07,7.0
2022-04-08,34.0
2022-04-09,36.0
2022-04-10,3.0
2022-04-11,2.0
2022-04-12,5.0
2022-04-13,11.0
2022-04-14,14.0
2022-04-15,28.0
2022-04-16,27.0
2022-04-17,23.0
2022-04-18,28.0
2022-04-19,21.0
2022-04-20,17.0
2022-04-21,26.0
2022-04-22,20.0
2022-04-23,42.0
2022-04-24,27.0
2022-04-25,19.0
2022-04-26,34.0
2022-04-27,33.0
2022-04-28,12.0
2022-04-29,22.0
2022-04-30,22.0
2022-05-01,30.0
2022-05-02,26.0
2022-05-03,24.0
2022-05-04,33.0
2022-05-05,30.0
2022-05-06,33.0
2022-05-07,15.0
2022-05-08,13.0
2022-05-09,11.0
2022-05-10,17.0
2022-05-11,32.0
2022-05-12,23.0
2022-05-13,29.0
2022-05-14,28.0
2022-05-15,12.0
2022-05-16,15.0
2022-05-17,12.0
2022-05-18,14.0
2022-05-19,18.0
2022-05-20,7.0
2022-05-21,13.0
2022-05-22,19.0
2022-05-23,26.0
2022-05-24,23.0
2022-05-25,16.0
2022-05-26,17.0
2022-05-27,27.0
2022-05-28,21.0
2022-05-29,10.0
2022-05-30,13.0
2022-05-31,15.0
2022-06-01,22.0
2022-06-02,35.0
2022-06-03,41.0
2022-06-04,38.0
2022-06-05,29.0
2022-06-06,23.0
2022-06-07,26.0
2022-06-08,19.0
2022-06-09,19.0
2022-06-10,13.0
2022-06-11,8.0
2022-06-12,12.0
2022-06-13,23.0
2022-06-14,23.0
2022-06-15,5.0
2022-06-16,34.0
2022-06-17,33.0
2022-06-18,38.0
2022-06-19,35.0
2022-06-20,14.0
2022-06-21,14.0
2022-06-22,18.0
2022-06-23,21.0
2022-06-24,16.0
2022-06-25,19.0
2022-06-26,19.0
2022-06-27,22.0
2022-06-28,45.0
2022-06-29,43.0
2022-06-30,9.0
2022-07-01,40.0
2022-01-04,37.0
2022-01-05,14.0
2022-01-06,29.0
2022-01-07,57.0
2022-01-08,65.0
2022-01-09,67.0
2022-01-10,89.0
2022-01-11,51.0
2022-01-12,21.0
2022-01-13,21.0
2022-01-14,46.0
2022-01-15,32.0
2022-01-16,11.0
2022-01-17,31.0
2022-01-18,17.0
2022-01-19,20.0
2022-01-20,36.0
2022-01-21,38.0
2022-01-22,31.0
2022-01-23,25.0
2022-01-24,14.0
2022-01-25,9.0
2022-01-26,19.0
2022-01-27,10.0
2022-01-28,25.0
2022-01-29,20.0
2022-01-30,31.0
2022-01-31,23.0
2022-02-01,16.0
2022-02-02,10.0
2022-02-03,35.0
2022-02-04,31.0
2022-02-05,35.0
2022-02-06,10.0
2022-02-07,16.0
2022-02-08,18.0
2022-02-09,17.0
2022-02-10,15.0
2022-02-11,10.0
2022-02-12,12.0
2022-02-13,19.0
2022-02-14,12.0
2022-02-15,23.0
2022-02-16,30.0
2022-02-17,18.0
2022-02-18,16.0
2022-02-19,15.0
2022-02-20,7.0
2022-02-21,11.0
2022-02-22,24.0
2022-02-23,39.0
2022-02-24,59.0
2022-02-25,10.0
2022-02-26,22.0
2022-02-27,24.0
2022-02-28,13.0
2022-03-01,42.0
2022-03-02,74.0
2022-03-03,49.0
2022-03-04,30.0
2022-03-05,28.0
2022-03-06,41.0
2022-03-07,15.0
2022-03-08,13.0
2022-03-09,8.0
2022-03-10,12.0
2022-03-11,18.0
2022-03-12,36.0
2022-03-13,10.0
2022-03-14,18.0
2022-03-15,29.0
2022-03-16,16.0
2022-03-17,9.0
2022-03-18,22.0
2022-03-19,17.0
2022-03-20,26.0
2022-03-21,9.0
2022-03-22,14.0
2022-03-23,21.0
2022-03-24,36.0
2022-03-25,6.0
2022-03-26,22.0
2022-03-27,16.0
2022-03-28,34.0
2022-03-29,30.0
2022-03-30,14.0
2022-03-31,32.0
2022-04-01,3.0
2021-10-02,16.0
2021-10-03,23.0
2021-10-04,23.0
2021-10-05,35.0
2021-10-06,39.0
2021-10-07,110.0
2021-10-08,76.0
2021-10-09,22.0
2021-10-10,24.0
2021-10-11,16.0
2021-10-12,18.0
2021-10-13,24.0
2021-10-14,16.0
2021-10-15,25.0
2021-10-16,20.0
2021-10-17,24.0
2021-10-18,34.0
2021-10-19,34.0
2021-10-20,28.0
2021-10-21,30.0
2021-10-22,17.0
2021-10-23,35.0
2021-10-24,16.0
2021-10-25,18.0
2021-10-26,16.0
2021-10-27,14.0
2021-10-28,8.0
2021-10-29,27.0
2021-10-30,10.0
2021-10-31,14.0
2021-11-01,28.0
2021-11-02,35.0
2021-11-03,33.0
2021-11-04,31.0
2021-11-05,25.0
2021-11-06,19.0
2021-11-07,19.0
2021-11-08,18.0
2021-11-09,10.0
2021-11-10,31.0
2021-11-11,5.0
2021-11-12,18.0
2021-11-13,24.0
2021-11-14,11.0
2021-11-15,21.0
2021-11-16,17.0
2021-11-17,8.0
2021-11-18,29.0
2021-11-19,18.0
2021-11-20,39.0
2021-11-21,20.0
2021-11-22,14.0
2021-11-23,26.0
2021-11-24,20.0
2021-11-25,36.0
2021-11-26,17.0
2021-11-27,24.0
2021-11-28,29.0
2021-11-29,24.0
2021-11-30,18.0
2021-12-01,46.0
2021-12-02,13.0
2021-12-03,21.0
2021-12-04,31.0
2021-12-05,30.0
2021-12-06,28.0
2021-12-07,20.0
2021-12-08,32.0
2021-12-09,14.0
2021-12-10,21.0
2021-12-11,27.0
2021-12-12,9.0
2021-12-13,12.0
2021-12-14,45.0
2021-12-15,28.0
2021-12-16,63.0
2021-12-17,56.0
2021-12-18,53.0
2021-12-19,42.0
2021-12-20,13.0
2021-12-21,32.0
2021-12-22,49.0
2021-12-23,55.0
2021-12-24,31.0
2021-12-25,17.0
2021-12-26,8.0
2021-12-27,21.0
2021-12-28,45.0
2021-12-29,27.0
2021-12-30,24.0
2021-12-31,28.0
2022-01-01,45.0
2022-01-02,38.0
2022-01-03,19.0
2021-07-02,23.0
2021-07-03,41.0
2021-07-04,41.0
2021-07-05,42.0
2021-07-06,29.0
2021-07-07,34.0
2021-07-08,44.0
2021-07-09,34.0
2021-07-10,55.0
2021-07-11,49.0
2021-07-12,37.0
2021-07-13,38.0
2021-07-14,43.0
2021-07-15,87.0
2021-07-16,124.0
2021-07-17,125.0
2021-07-18,89.0
2021-07-19,198.0
2021-07-20,146.0
2021-07-21,65.0
2021-07-22,55.0
2021-07-23,80.0
2021-07-24,96.0
2021-07-25,106.0
2021-07-26,76.0
2021-07-27,50.0
2021-07-28,63.0
2021-07-29,53.0
2021-07-30,120.0
2021-07-31,84.0
2021-08-01,83.0
2021-08-02,93.0
2021-08-03,86.0
2021-08-04,101.0
2021-08-05,89.0
2021-08-06,76.0
2021-08-07,100.0
2021-08-08,41.0
2021-08-09,11.0
2021-08-10,27.0
2021-08-11,26.0
2021-08-12,16.0
2021-08-13,30.0
2021-08-14,53.0
2021-08-15,112.0
2021-08-16,140.0
2021-08-17,110.0
2021-08-18,18.0
2021-08-19,23.0
2021-08-20,31.0
2021-08-21,17.0
2021-08-22,20.0
2021-08-23,25.0
2021-08-24,8.0
2021-08-25,14.0
2021-08-26,28.0
2021-08-27,34.0
2021-08-28,43.0
2021-08-29,21.0
2021-08-30,23.0
2021-08-31,34.0
2021-09-01,33.0
2021-09-02,8.0
2021-09-03,6.0
2021-09-04,18.0
2021-09-05,31.0
2021-09-06,50.0
2021-09-07,18.0
2021-09-08,28.0
2021-09-09,59.0
2021-09-10,65.0
2021-09-11,20.0
2021-09-12,18.0
2021-09-13,29.0
2021-09-14,20.0
2021-09-15,27.0
2021-09-16,13.0
2021-09-17,7.0
2021-09-18,22.0
2021-09-19,21.0
2021-09-20,10.0
2021-09-21,16.0
2021-09-22,21.0
2021-09-23,27.0
2021-09-24,23.0
2021-09-25,28.0
2021-09-26,22.0
2021-09-27,45.0
2021-09-28,25.0
2021-09-29,10.0
2021-09-30,20.0
2021-10-01,21.0
2021-04-02,40.0
2021-04-03,23.0
2021-04-04,26.0
2021-04-05,34.0
2021-04-06,21.0
2021-04-07,35.0
2021-04-08,38.0
2021-04-09,6.0
2021-04-10,16.0
2021-04-11,9.0
2021-04-12,5.0
2021-04-13,20.0
2021-04-14,33.0
2021-04-15,21.0
2021-04-16,27.0
2021-04-17,31.0
2021-04-18,29.0
2021-04-19,22.0
2021-04-20,6.0
2021-04-21,25.0
2021-04-22,21.0
2021-04-23,6.0
2021-04-24,24.0
2021-04-25,26.0
2021-04-26,24.0
2021-04-27,26.0
2021-04-28,37.0
2021-04-29,19.0
2021-04-30,23.0
2021-05-01,22.0
2021-05-02,14.0
2021-05-03,5.0
2021-05-04,18.0
2021-05-05,11.0
2021-05-06,9.0
2021-05-07,28.0
2021-05-08,21.0
2021-05-09,3.0
2021-05-10,31.0
2021-05-11,25.0
2021-05-12,11.0
2021-05-13,18.0
2021-05-14,20.0
2021-05-15,20.0
2021-05-16,22.0
2021-05-17,19.0
2021-05-18,34.0
2021-05-19,23.0
2021-05-20,7.0
2021-05-21,24.0
2021-05-22,21.0
2021-05-23,35.0
2021-05-24,18.0
2021-05-25,7.0
2021-05-26,23.0
2021-05-27,32.0
2021-05-28,22.0
2021-05-29,7.0
2021-05-30,9.0
2021-05-31,17.0
2021-06-01,19.0
2021-06-02,24.0
2021-06-03,32.0
2021-06-04,43.0
2021-06-05,34.0
2021-06-06,28.0
2021-06-07,6.0
2021-06-08,5.0
2021-06-09,14.0
2021-06-10,30.0
2021-06-11,17.0
2021-06-12,11.0
2021-06-13,17.0
2021-06-14,26.0
2021-06-15,26.0
2021-06-16,49.0
2021-06-17,17.0
2021-06-18,24.0
2021-06-19,34.0
2021-06-20,31.0
2021-06-21,19.0
2021-06-22,27.0
2021-06-23,27.0
2021-06-24,29.0
2021-06-25,28.0
2021-06-26,40.0
2021-06-27,9.0
2021-06-28,36.0
2021-06-29,41.0
2021-06-30,45.0
2021-07-01,34.0
2021-01-05,27.0
2021-01-06,30.0
2021-01-07,35.0
2021-01-08,41.0
2021-01-09,54.0
2021-01-10,34.0
2021-01-11,18.0
2021-01-12,17.0
2021-01-13,28.0
2021-01-14,4.0
2021-01-15,9.0
2021-01-16,10.0
2021-01-17,16.0
2021-01-18,22.0
2021-01-19,12.0
2021-01-20,20.0
2021-01-21,11.0
2021-01-22,18.0
2021-01-23,29.0
2021-01-24,24.0
2021-01-25,20.0
2021-01-26,24.0
2021-01-27,36.0
2021-01-28,37.0
2021-01-29,57.0
2021-01-30,73.0
2021-01-31,49.0
2021-02-01,44.0
2021-02-02,47.0
2021-02-03,88.0
2021-02-04,45.0
2021-02-05,35.0
2021-02-06,36.0
2021-02-07,18.0
2021-02-08,49.0
2021-02-09,59.0
2021-02-10,46.0
2021-02-11,39.0
2021-02-12,28.0
2021-02-13,20.0
2021-02-14,38.0
2021-02-15,27.0
2021-02-16,36.0
2021-02-17,88.0
2021-02-18,23.0
2021-02-19,43.0
2021-02-20,17.0
2021-02-21,5.0
2021-02-22,6.0
2021-02-23,9.0
2021-02-24,14.0
2021-02-25,20.0
2021-02-26,10.0
2021-02-27,12.0
2021-02-28,36.0
2021-03-01,14.0
2021-03-02,15.0
2021-03-03,37.0
2021-03-04,38.0
2021-03-05,47.0
2021-03-06,45.0
2021-03-07,27.0
2021-03-08,25.0
2021-03-09,14.0
2021-03-10,43.0
2021-03-11,22.0
2021-03-12,39.0
2021-03-13,31.0
2021-03-14,32.0
2021-03-15,29.0
2021-03-16,23.0
2021-03-17,34.0
2021-03-18,39.0
2021-03-19,37.0
2021-03-20,16.0
2021-03-21,9.0
2021-03-22,10.0
2021-03-23,9.0
2021-03-24,23.0
2021-03-25,15.0
2021-03-26,30.0
2021-03-27,37.0
2021-03-28,19.0
2021-03-29,7.0
2021-03-30,3.0
2021-03-31,8.0
2021-04-01,24.0
2020-10-02,48.0
2020-10-03,39.0
2020-10-04,53.0
2020-10-05,49.0
2020-10-06,27.0
2020-10-07,23.0
2020-10-08,31.0
2020-10-09,30.0
2020-10-10,30.0
2020-10-11,18.0
2020-10-12,2.0
2020-10-13,10.0
2020-10-14,12.0
2020-10-15,11.0
2020-10-16,13.0
2020-10-17,15.0
2020-10-18,5.0
2020-10-19,17.0
2020-10-20,31.0
2020-10-21,27.0
2020-10-22,26.0
2020-10-23,15.0
2020-10-24,27.0
2020-10-25,26.0
2020-10-26,35.0
2020-10-27,46.0
2020-10-28,11.0
2020-10-29,20.0
2020-10-30,27.0
2020-10-31,16.0
2020-11-01,10.0
2020-11-02,25.0
2020-11-03,38.0
2020-11-04,35.0
2020-11-05,19.0
2020-11-06,11.0
2020-11-07,23.0
2020-11-08,14.0
2020-11-09,4.0
2020-11-10,27.0
2020-11-11,12.0
2020-11-12,19.0
2020-11-13,48.0
2020-11-14,37.0
2020-11-15,17.0
2020-11-16,22.0
2020-11-17,46.0
2020-11-18,41.0
2020-11-19,48.0
2020-11-20,34.0
2020-11-21,47.0
2020-11-22,27.0
2020-11-23,55.0
2020-11-24,33.0
2020-11-25,55.0
2020-11-26,15.0
2020-11-27,15.0
2020-11-28,37.0
2020-11-29,18.0
2020-11-30,42.0
2020-12-01,34.0
2020-12-02,17.0
2020-12-03,36.0
2020-12-04,39.0
2020-12-05,42.0
2020-12-06,42.0
2020-12-07,26.0
2020-12-08,31.0
2020-12-09,35.0
2020-12-10,17.0
2020-12-11,18.0
2020-12-12,47.0
2020-12-13,12.0
2020-12-14,16.0
2020-12-15,48.0
2020-12-16,27.0
2020-12-17,26.0
2020-12-18,36.0
2020-12-19,44.0
2020-12-20,13.0
2020-12-21,3.0
2020-12-22,19.0
2020-12-23,11.0
2020-12-24,22.0
2020-12-25,17.0
2020-12-26,27.0
2020-12-27,46.0
2020-12-28,65.0
2020-12-29,30.0
2020-12-30,33.0
2020-12-31,29.0
2021-01-01,56.0
2021-01-02,51.0
2021-01-03,18.0
2021-01-04,10.0
2020-07-02,2.0
2020-07-03,3.0
2020-07-04,28.0
2020-07-05,25.0
2020-07-06,16.0
2020-07-07,17.0
2020-07-08,32.0
2020-07-09,14.0
2020-07-10,23.0
2020-07-11,10.0
2020-07-12,28.0
2020-07-13,15.0
2020-07-14,10.0
2020-07-15,13.0
2020-07-16,26.0
2020-07-17,25.0
2020-07-18,11.0
2020-07-19,17.0
2020-07-20,19.0
2020-07-21,16.0
2020-07-22,36.0
2020-07-23,36.0
